Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
177,61,9297,5,2,8,48,1,Senior
154,71,16209,8,6,6,66,1,Senior
164,53,18980,1,6,2,15,1,Senior
166,22,9559,10,7,8,22,0,Young
179,27,5448,8,3,3,20,1,Young
163,50,10008,9,3,6,93,0,Middle-aged
179,30,9893,0,8,2,89,0,Young
169,64,5793,3,9,4,43,1,Senior
154,26,5436,4,6,3,56,0,Young
161,64,11012,8,2,5,24,0,Senior
165,21,10869,5,8,8,98,1,Young
175,25,17818,3,4,4,43,1,Young
175,60,17852,1,3,0,21,0,Senior
165,51,6620,4,0,4,48,0,Senior
170,39,18584,7,8,4,66,1,Middle-aged
156,76,16693,7,5,8,16,1,Senior
153,53,16111,5,1,7,40,1,Senior
150,69,9308,10,6,4,21,1,Senior
179,35,5948,0,2,4,52,0,Middle-aged
179,44,8944,7,5,1,8,0,Middle-aged
154,31,14319,3,7,8,78,0,Middle-aged
172,26,5191,1,2,3,55,0,Young
175,58,17204,0,4,6,86,0,Senior
159,36,16952,6,5,9,82,1,Middle-aged
171,64,16922,1,0,5,58,0,Senior
154,30,6403,3,9,4,5,0,Young
153,25,6990,3,6,4,42,1,Young
151,80,6104,9,3,6,30,0,Senior
169,42,17992,0,9,1,95,0,Middle-aged
180,46,5548,1,6,8,9,1,Middle-aged
159,65,16640,0,6,1,95,0,Senior
175,25,15053,5,4,8,95,1,Young
168,57,17441,2,7,3,41,1,Senior
175,21,10761,0,7,9,51,0,Young
150,41,13762,7,4,9,57,1,Middle-aged
173,39,12903,3,4,5,73,0,Middle-aged
154,44,6784,9,6,0,61,1,Middle-aged
162,34,15479,6,5,4,6,0,Middle-aged
153,79,15613,9,3,5,26,1,Senior
165,68,17164,1,1,8,74,1,Senior
173,48,5804,5,7,8,6,1,Middle-aged
165,27,13990,5,2,8,53,1,Young
172,56,16467,6,1,2,61,0,Senior
151,68,13802,0,9,3,33,0,Senior
166,71,12517,0,6,7,45,1,Senior
177,52,11831,1,9,7,94,1,Senior
176,41,11917,10,5,1,40,1,Middle-aged
169,69,14998,1,7,7,24,1,Senior
173,66,9238,4,5,6,92,1,Senior
161,24,8260,0,6,8,45,1,Young
167,58,9367,10,1,4,38,1,Senior
152,37,10651,1,9,1,29,0,Middle-aged
177,57,8371,5,1,4,79,1,Senior
150,73,15665,2,5,1,8,0,Senior
150,72,7093,3,8,4,64,0,Senior
178,56,15334,0,2,8,87,1,Senior
168,49,9001,4,9,6,73,0,Middle-aged
160,70,19399,3,7,6,51,0,Senior
154,50,11556,7,4,0,75,0,Middle-aged
161,29,12810,2,5,8,6,0,Young
152,34,16272,9,5,5,47,1,Middle-aged
150,61,9554,0,9,6,49,0,Senior
150,78,19026,9,2,1,76,1,Senior
157,67,14624,4,4,0,98,0,Senior
159,63,7517,0,0,3,85,0,Senior
160,37,16049,10,1,8,32,0,Middle-aged
161,42,13697,4,9,8,54,0,Middle-aged
178,52,10805,8,2,2,36,1,Senior
162,35,6096,4,3,0,89,0,Middle-aged
161,73,17371,1,8,1,99,0,Senior
180,57,17346,1,0,8,98,0,Senior
163,54,14236,9,2,8,19,1,Senior
151,53,18769,8,2,0,37,1,Senior
178,47,12061,4,5,8,17,1,Middle-aged
168,21,7204,10,4,0,80,0,Young
167,49,8902,7,2,9,16,1,Middle-aged
152,32,6352,9,3,3,58,0,Middle-aged
172,60,6596,3,6,4,44,1,Senior
166,35,13767,1,2,7,68,1,Middle-aged
175,78,11980,3,8,4,49,0,Senior
157,24,5679,10,7,4,94,1,Young
178,74,17490,3,1,3,51,0,Senior
175,47,8712,10,4,8,98,0,Middle-aged
159,72,17020,8,3,7,5,1,Senior
175,58,14321,9,4,8,97,0,Senior
179,64,17096,10,2,6,58,0,Senior
151,39,16385,5,9,6,46,0,Middle-aged
168,43,13509,9,0,4,55,1,Middle-aged
158,80,10301,5,7,9,73,1,Senior
156,46,10734,4,8,0,17,0,Middle-aged
153,49,12981,5,7,5,12,0,Middle-aged
175,77,10892,0,3,9,24,0,Senior
170,64,8696,4,1,5,56,0,Senior
167,46,17693,5,3,9,55,0,Middle-aged
162,45,12129,7,8,3,76,0,Middle-aged
160,26,7996,3,9,1,79,1,Young
178,61,12237,4,8,0,16,1,Senior
173,66,12327,3,4,2,87,0,Senior
153,72,12407,6,4,8,82,0,Senior
174,78,16786,9,9,0,22,0,Senior
170,57,16401,5,2,4,44,0,Senior
178,24,7542,3,5,9,95,1,Young
174,42,5678,5,6,5,43,0,Middle-aged
153,47,10366,3,9,8,79,1,Middle-aged
159,53,15081,7,8,0,21,0,Senior
154,72,10643,10,6,4,8,1,Senior
158,34,12410,2,2,0,49,1,Middle-aged
173,51,14835,7,6,1,6,0,Senior
152,45,18647,1,0,1,81,1,Middle-aged
166,67,10541,5,1,4,47,0,Senior
152,50,5834,7,3,9,36,0,Middle-aged
165,38,15433,0,6,3,92,0,Middle-aged
153,28,15547,5,8,5,23,0,Young
167,48,14860,8,4,4,31,0,Middle-aged
166,73,11026,9,7,1,75,0,Senior
156,80,15745,9,6,8,62,1,Senior
173,77,13472,1,4,9,84,1,Senior
172,70,12970,10,2,7,96,0,Senior
179,58,11818,0,2,8,81,0,Senior
154,23,19101,1,5,5,57,0,Young
161,22,10028,4,9,4,70,0,Young
166,75,15954,5,3,4,65,0,Senior
172,48,9703,0,2,1,37,1,Middle-aged
162,71,17770,6,3,3,68,0,Senior
172,30,14438,10,2,1,95,0,Young
174,52,6772,3,9,1,75,1,Senior
152,57,7164,8,5,7,17,0,Senior
158,77,12111,5,6,3,7,1,Senior
179,30,13383,8,3,3,52,0,Young
166,46,7835,0,2,6,35,1,Middle-aged
166,52,7665,3,2,3,2,1,Senior
179,40,11113,1,2,8,40,1,Middle-aged
169,58,7563,5,8,8,37,1,Senior
165,50,13498,3,2,2,57,0,Middle-aged
174,57,13131,8,2,5,10,0,Senior
171,65,13723,2,7,6,76,0,Senior
162,21,17409,0,3,2,81,1,Young
176,46,7696,10,6,3,46,1,Middle-aged
168,55,9687,10,2,0,90,0,Senior
166,30,12321,0,7,8,5,1,Young
153,66,12013,8,2,6,5,1,Senior
161,37,12704,8,4,9,27,1,Middle-aged
178,78,10571,4,0,6,5,0,Senior
158,20,12336,1,4,8,61,1,
168,54,5058,8,5,5,8,1,Senior
161,54,19636,7,6,7,31,0,Senior
158,50,19888,10,1,4,97,0,Middle-aged
156,47,14765,9,1,7,21,0,Middle-aged
177,58,6140,9,8,9,99,0,Senior
163,20,15002,5,9,0,21,1,
180,44,19093,6,0,2,51,0,Middle-aged
169,62,16390,5,1,3,79,0,Senior
168,57,16668,4,1,8,59,0,Senior
175,39,17686,3,9,7,2,1,Middle-aged
164,22,7562,6,6,7,30,1,Young
165,70,7852,3,5,1,58,1,Senior
170,21,11641,9,8,6,92,1,Young
154,37,5941,9,6,2,81,1,Middle-aged
152,63,17815,9,2,5,20,1,Senior
161,80,11541,8,2,3,40,0,Senior
174,29,14966,4,0,5,29,1,Young
169,24,12430,7,7,3,5,0,Young
176,28,6421,5,0,2,89,0,Young
170,21,10765,3,1,1,10,1,Young
153,53,18838,2,6,3,83,1,Senior
170,79,5435,10,0,9,61,0,Senior
172,57,5839,5,3,1,1,0,Senior
165,80,9001,0,8,6,47,0,Senior
174,50,17647,1,7,0,98,1,Middle-aged
156,29,10248,6,7,0,57,0,Young
162,69,9959,3,2,4,14,1,Senior
170,31,15873,4,4,6,25,1,Middle-aged
159,55,6650,10,3,0,90,1,Senior
175,73,10828,9,7,3,21,1,Senior
156,40,14437,0,6,4,16,1,Middle-aged
163,68,7261,1,6,1,74,0,Senior
180,66,14107,3,9,6,32,0,Senior
175,25,15831,7,9,3,45,1,Young
154,67,10894,9,6,7,64,0,Senior
152,68,11278,3,0,0,84,0,Senior
172,22,8889,2,6,9,73,0,Young
178,29,11897,2,3,0,60,0,Young
160,24,17673,4,2,0,98,0,Young
160,65,6326,2,4,3,95,0,Senior
167,45,10901,7,1,0,19,0,Middle-aged
164,80,8358,4,7,4,47,1,Senior
161,40,6585,6,8,5,95,1,Middle-aged
158,64,18500,10,4,6,64,0,Senior
159,45,16560,7,2,7,30,0,Middle-aged
175,57,10645,4,9,7,47,0,Senior
161,63,5388,7,6,1,88,1,Senior
166,45,7791,2,0,3,33,0,Middle-aged
178,27,8332,6,9,6,82,0,Young
155,24,5703,7,2,8,21,0,Young
156,34,10834,6,8,8,95,1,Middle-aged
163,78,7820,1,1,2,63,0,Senior
162,35,13053,7,8,6,42,1,Middle-aged
157,20,9959,5,0,3,61,1,
159,35,6059,9,3,8,43,1,Middle-aged
158,56,17366,2,9,6,68,0,Senior
167,22,14490,3,5,5,26,1,Young
176,71,6301,6,6,8,33,1,Senior
175,66,13865,2,2,6,33,0,Senior
151,50,15551,0,8,7,49,1,Middle-aged
154,32,12696,5,3,4,84,0,Middle-aged
178,75,9299,2,4,3,41,1,Senior
154,35,18272,10,7,0,72,0,Middle-aged
155,74,11071,9,2,7,36,1,Senior
168,62,9112,5,7,5,72,0,Senior
157,40,12881,9,0,3,95,0,Middle-aged
165,21,17763,2,7,2,22,1,Young
162,73,16774,5,9,4,47,0,Senior
150,46,14208,10,7,3,83,1,Middle-aged
171,57,13401,3,5,6,20,1,Senior
169,45,5498,3,4,5,87,0,Middle-aged
166,77,13620,9,8,2,24,1,Senior
180,78,12245,9,5,9,43,0,Senior
156,57,16831,10,0,0,88,0,Senior
174,65,16343,1,5,6,73,0,Senior
162,44,18617,3,0,4,16,1,Middle-aged
153,30,7105,10,5,0,27,0,Young
153,27,14745,3,2,0,45,0,Young
155,27,10327,10,5,5,37,1,Young
177,52,10630,6,5,3,13,0,Senior
180,72,8206,4,0,7,51,1,Senior
168,26,19155,7,8,1,2,1,Young
178,57,12137,6,7,3,76,1,Senior
161,40,7569,9,1,7,97,0,Middle-aged
171,27,7628,8,1,7,87,0,Young
156,70,15068,7,4,4,59,0,Senior
176,73,18186,8,9,2,14,1,Senior
159,40,18394,0,1,3,49,1,Middle-aged
175,75,11764,9,0,2,30,1,Senior
168,39,6067,2,1,1,98,0,Middle-aged
156,27,6506,4,4,3,9,1,Young
179,77,8013,8,9,8,79,1,Senior
152,65,14859,7,6,5,24,1,Senior
162,50,17780,9,4,3,41,0,Middle-aged
162,69,11642,6,0,0,60,1,Senior
167,76,17892,1,6,6,89,1,Senior
177,48,9066,10,5,1,32,0,Middle-aged
179,67,5947,5,6,5,47,0,Senior
175,28,9389,3,1,9,21,0,Young
169,34,13143,4,4,0,42,1,Middle-aged
177,49,6171,4,7,6,70,1,Middle-aged
157,45,11114,3,6,3,89,0,Middle-aged
178,29,5171,3,5,2,2,0,Young
180,48,10682,3,5,9,31,0,Middle-aged
158,73,17818,10,0,6,56,0,Senior
156,35,14335,1,0,2,30,1,Middle-aged
150,55,15051,0,6,7,63,1,Senior
152,39,10856,1,2,3,15,1,Middle-aged
162,64,11209,6,5,2,18,1,Senior
177,73,15380,0,4,6,32,0,Senior
179,56,15685,5,2,6,14,0,Senior
174,41,8577,3,5,8,62,1,Middle-aged
180,26,13380,1,2,9,82,1,Young
177,42,9076,2,7,6,99,0,Middle-aged
166,60,5157,6,6,5,52,1,Senior
174,59,12777,5,8,2,22,0,Senior
173,48,7717,5,4,3,14,1,Middle-aged
150,35,15162,7,0,7,78,1,Middle-aged
155,57,13437,7,9,5,34,0,Senior
170,47,16095,5,7,8,86,0,Middle-aged
155,67,7795,0,1,7,80,0,Senior
175,57,12200,9,5,7,56,0,Senior
161,50,12528,6,0,9,53,0,Middle-aged
162,33,17016,7,5,9,49,1,Middle-aged
162,72,7377,4,3,6,63,1,Senior
178,52,19847,10,4,9,16,1,Senior
164,76,14041,3,9,0,80,1,Senior
170,28,6810,6,6,4,40,0,Young
165,76,10190,10,5,6,38,1,Senior
171,46,10432,5,0,9,18,1,Middle-aged
170,43,17178,5,8,8,23,1,Middle-aged
160,32,12895,2,5,3,48,0,Middle-aged
177,45,7126,10,5,7,82,1,Middle-aged
154,48,17456,9,8,0,46,1,Middle-aged
153,70,11953,3,9,3,22,1,Senior
152,68,8030,4,4,3,54,0,Senior
168,62,11323,8,5,1,40,1,Senior
169,47,10747,7,5,2,30,0,Middle-aged
174,47,15499,2,6,2,55,0,Middle-aged
167,27,10605,5,8,8,56,0,Young
164,42,10891,9,4,6,42,1,Middle-aged
158,48,8076,0,4,1,42,1,Middle-aged
166,24,7344,2,3,8,62,1,Young
163,61,5619,9,9,7,82,0,Senior
164,26,16094,6,3,5,53,1,Young
180,61,7407,6,7,5,82,0,Senior
150,55,11260,1,1,1,53,1,Senior
170,60,17644,2,9,2,64,1,Senior
171,46,8004,6,7,5,1,0,Middle-aged
171,77,8914,5,1,2,79,0,Senior
152,65,15678,6,0,6,69,0,Senior
165,21,16594,9,9,4,27,1,Young
172,44,8596,8,8,3,17,1,Middle-aged
174,28,14869,7,7,7,63,0,Young
160,72,18499,5,5,1,41,0,Senior
161,46,9039,3,3,2,58,1,Middle-aged
159,20,6304,9,1,9,57,0,
165,42,10630,8,7,3,96,1,Middle-aged
157,29,17285,6,2,9,38,1,Young
155,61,18777,4,9,5,90,0,Senior
161,71,12282,1,3,4,66,1,Senior
173,44,15155,8,4,4,92,1,Middle-aged
177,73,8307,6,3,6,45,1,Senior
170,80,6361,8,7,7,23,0,Senior
157,22,11665,10,8,5,20,0,Young
175,25,9294,8,0,2,36,1,Young
177,80,6787,9,1,3,42,0,Senior
153,77,6073,4,3,0,22,1,Senior
175,25,14357,6,0,4,60,0,Young
157,72,10902,4,5,9,11,0,Senior
175,21,8599,2,4,7,28,0,Young
177,77,18825,9,6,2,45,0,Senior
167,77,15909,7,5,9,22,0,Senior
177,37,16345,7,2,3,81,0,Middle-aged
177,42,17318,8,4,3,63,1,Middle-aged
154,21,8055,10,2,5,31,0,Young
158,31,11476,5,8,8,11,0,Middle-aged
153,41,5659,1,1,9,36,0,Middle-aged
176,56,11320,2,5,2,78,1,Senior
171,39,11513,10,8,3,35,1,Middle-aged
180,58,9642,9,9,5,23,1,Senior
166,43,15774,10,6,5,29,1,Middle-aged
158,67,14321,5,4,6,23,1,Senior
150,39,19432,0,1,0,16,1,Middle-aged
170,20,11373,1,1,8,84,0,
169,20,15466,7,3,1,89,0,
162,36,9466,10,9,3,19,0,Middle-aged
177,78,18411,7,1,2,90,1,Senior
165,20,14660,5,7,2,96,0,
178,72,10587,2,9,4,63,0,Senior
162,71,15294,1,6,6,50,0,Senior
163,64,16458,5,6,6,85,1,Senior
152,49,7471,0,2,6,73,0,Middle-aged
178,60,19650,9,6,2,43,1,Senior
155,66,14343,5,7,8,19,0,Senior
167,22,11175,8,4,5,85,1,Young
168,65,13284,6,0,9,18,0,Senior
154,74,15758,8,0,7,6,1,Senior
164,30,6281,1,3,0,35,1,Young
174,43,16092,10,1,3,14,0,Middle-aged
151,41,19213,4,6,6,64,0,Middle-aged
159,63,18531,8,2,8,9,1,Senior
173,64,15991,6,3,2,35,0,Senior
179,45,8177,8,8,5,2,1,Middle-aged
167,32,10667,10,1,7,6,0,Middle-aged
176,20,9511,5,7,2,99,0,
162,43,15796,6,0,5,25,0,Middle-aged
154,29,8881,9,2,8,73,0,Young
172,54,7413,4,3,8,50,1,Senior
173,43,6544,5,5,5,95,1,Middle-aged
150,47,16722,0,0,4,7,1,Middle-aged
171,55,15838,0,7,0,63,1,Senior
150,35,19666,1,1,2,28,0,Middle-aged
167,59,9784,10,4,2,2,1,Senior
164,35,10761,3,5,3,65,0,Middle-aged
166,78,12874,10,7,4,59,0,Senior
160,36,15250,8,2,7,24,0,Middle-aged
170,70,11961,6,8,8,62,1,Senior
175,73,10626,5,4,6,99,1,Senior
180,34,9514,0,7,9,71,1,Middle-aged
174,35,6145,4,3,5,38,1,Middle-aged
171,34,14102,10,8,2,93,0,Middle-aged
176,76,16498,3,7,8,62,0,Senior
176,53,10450,4,4,9,65,0,Senior
166,30,6566,10,2,0,51,0,Young
162,20,15587,8,0,8,94,1,
150,34,8005,2,4,2,52,1,Middle-aged
151,45,9507,3,4,8,96,0,Middle-aged
158,70,18535,7,3,9,74,0,Senior
152,23,9248,2,9,0,98,0,Young
180,62,18523,2,9,7,63,1,Senior
150,24,13283,8,7,5,11,1,Young
170,54,8992,4,2,8,48,1,Senior
165,32,13522,9,9,3,54,1,Middle-aged
172,29,13027,0,8,4,91,0,Young
155,30,10760,6,2,5,50,1,Young
177,37,14146,6,3,8,74,1,Middle-aged
166,53,16972,5,5,5,38,0,Senior
154,58,15793,5,8,8,86,1,Senior
180,60,13045,2,9,1,88,1,Senior
154,61,7977,2,1,3,8,0,Senior
155,69,10347,9,1,2,6,1,Senior
152,42,9289,10,1,3,68,0,Middle-aged
170,26,5529,8,4,0,69,1,Young
172,78,7892,0,5,1,6,0,Senior
154,58,14458,6,2,3,32,0,Senior
170,22,12443,10,2,9,38,1,Young
154,31,14665,9,1,3,57,0,Middle-aged
159,26,9734,6,5,4,84,0,Young
159,68,18898,7,0,8,64,1,Senior
168,45,14789,5,8,0,54,1,Middle-aged
166,52,7525,7,9,7,14,0,Senior
170,56,19815,0,3,2,64,0,Senior
163,67,19623,0,1,8,50,0,Senior
158,34,17985,8,5,7,47,1,Middle-aged
163,21,8761,3,4,7,54,0,Young
150,60,11141,2,2,8,19,0,Senior
168,26,18989,5,2,3,75,0,Young
162,51,7742,9,4,4,39,0,Senior
162,23,9635,8,3,6,65,0,Young
153,39,9425,9,4,1,99,1,Middle-aged
179,69,13661,10,1,6,83,1,Senior
150,72,8830,3,0,2,60,1,Senior
166,55,11992,8,4,5,33,0,Senior
157,51,5533,4,0,5,32,0,Senior
151,47,19250,6,2,5,36,0,Middle-aged
177,32,9562,2,7,9,24,0,Middle-aged
180,20,12120,2,7,1,43,1,
157,79,17247,2,8,8,71,1,Senior
156,75,11563,7,0,7,71,1,Senior
175,54,16871,5,3,6,46,0,Senior
175,67,12289,8,5,8,47,1,Senior
151,49,9087,8,6,3,69,1,Middle-aged
171,73,13953,7,4,1,14,1,Senior
171,55,18293,0,6,3,45,1,Senior
152,76,14082,5,9,9,52,0,Senior
176,74,7355,3,7,2,90,0,Senior
167,44,6955,3,9,1,50,1,Middle-aged
161,35,7971,2,5,1,65,1,Middle-aged
150,77,19669,8,3,7,77,1,Senior
171,38,18241,1,0,4,64,1,Middle-aged
161,20,10539,0,4,5,23,0,
154,24,12493,9,9,7,84,0,Young
179,70,6672,2,9,6,71,0,Senior
179,41,7836,3,9,6,70,0,Middle-aged
176,43,9927,3,3,6,59,0,Middle-aged
174,62,9939,5,4,6,73,0,Senior
166,64,8644,0,3,7,92,0,Senior
165,71,7297,0,8,0,74,0,Senior
180,56,9061,1,2,2,54,0,Senior
164,72,8166,3,2,0,99,0,Senior
172,55,14511,6,9,7,71,1,Senior
164,55,5183,5,6,1,89,1,Senior
154,23,14475,10,1,6,94,1,Young
170,55,7846,8,8,5,26,1,Senior
163,71,18978,6,7,0,44,1,Senior
151,72,15425,4,5,5,76,1,Senior
160,37,17280,5,8,8,13,1,Middle-aged
168,69,14624,9,2,2,54,0,Senior
156,35,16332,8,3,6,40,1,Middle-aged
155,60,14988,0,6,3,4,0,Senior
177,37,9722,10,0,0,53,0,Middle-aged
151,41,15247,8,0,6,1,1,Middle-aged
155,21,16528,5,0,0,6,1,Young
167,40,5782,3,7,3,55,0,Middle-aged
151,55,6507,4,5,8,66,1,Senior
167,63,19072,0,2,4,91,0,Senior
179,58,18062,6,9,6,18,1,Senior
164,66,10855,7,6,6,29,1,Senior
176,58,19151,10,5,2,53,0,Senior
168,48,18294,4,4,7,33,1,Middle-aged
180,73,12538,1,2,0,3,0,Senior
151,45,17046,7,3,3,20,0,Middle-aged
169,40,5676,9,0,9,4,1,Middle-aged
174,36,12250,6,8,3,82,1,Middle-aged
155,35,15022,9,4,1,8,0,Middle-aged
150,79,12813,8,1,5,86,0,Senior
173,50,9090,3,8,0,86,1,Middle-aged
164,70,17498,10,6,2,83,1,Senior
177,28,18624,8,7,8,28,0,Young
179,50,10723,3,2,9,66,0,Middle-aged
172,33,14552,2,6,5,73,0,Middle-aged
159,68,17777,10,0,1,99,1,Senior
168,56,18714,2,5,8,86,1,Senior
166,21,7686,9,9,1,26,0,Young
154,71,13382,1,5,6,34,1,Senior
178,67,14034,9,9,0,71,1,Senior
153,65,13526,2,5,4,94,1,Senior
159,33,12689,7,2,6,49,1,Middle-aged
173,78,18930,10,5,2,89,0,Senior
166,52,6110,7,2,3,49,0,Senior
159,54,5578,1,9,4,73,1,Senior
166,77,5061,10,8,2,27,0,Senior
177,58,5386,1,6,5,65,1,Senior
169,77,14361,1,3,2,33,1,Senior
173,66,7200,9,2,7,72,0,Senior
154,70,17906,6,5,6,49,0,Senior
151,39,6683,5,8,0,63,0,Middle-aged
155,21,19165,10,2,1,32,1,Young
170,70,11321,0,7,3,19,0,Senior
151,60,13056,1,5,4,50,1,Senior
162,38,13678,0,3,9,22,0,Middle-aged
179,78,16924,10,4,3,90,1,Senior
160,56,12414,6,2,3,67,1,Senior
160,37,18565,5,1,8,9,1,Middle-aged
165,35,11643,1,8,3,35,1,Middle-aged
160,23,13732,1,2,3,71,0,Young
168,31,10631,1,5,3,79,0,Middle-aged
164,48,12945,7,4,1,4,0,Middle-aged
174,26,15252,6,9,7,37,0,Young
172,33,12726,0,7,3,28,0,Middle-aged
172,74,17438,3,4,4,9,1,Senior
165,31,10169,10,7,7,35,1,Middle-aged
180,54,14430,3,4,3,25,1,Senior
160,24,14182,6,9,4,9,1,Young
171,36,11787,1,5,4,61,0,Middle-aged
165,77,9467,3,4,5,52,0,Senior
157,61,10232,0,1,6,97,1,Senior
153,51,15491,10,9,2,17,0,Senior
157,29,13130,10,9,9,76,1,Young
153,62,11196,3,5,2,9,0,Senior
173,36,18441,10,6,8,54,1,Middle-aged
174,24,8907,0,2,0,5,1,Young
152,64,9288,1,2,9,63,1,Senior
152,61,11734,1,6,7,47,0,Senior
176,28,6080,9,9,9,90,0,Young
178,68,11240,2,3,2,19,0,Senior
167,52,5197,7,1,4,99,1,Senior
178,55,12814,10,8,2,66,0,Senior
175,55,15386,5,8,9,45,1,Senior
168,37,12851,5,5,0,71,0,Middle-aged
168,28,14790,8,1,9,73,1,Young
170,76,6600,7,2,4,86,0,Senior
154,48,12462,1,4,7,33,0,Middle-aged
167,80,11866,5,4,4,80,1,Senior
177,69,8692,0,8,3,43,1,Senior
159,33,17057,8,9,8,88,0,Middle-aged
178,44,13875,3,2,0,72,1,Middle-aged
171,34,8083,3,1,4,94,1,Middle-aged
170,25,8989,8,9,0,26,1,Young
155,75,5332,2,7,5,45,0,Senior
150,61,18531,4,6,9,35,1,Senior
154,48,18709,0,8,8,81,1,Middle-aged
158,34,18653,5,2,1,53,1,Middle-aged
161,48,19109,2,5,3,10,0,Middle-aged
175,23,19847,0,4,7,41,0,Young
163,37,19507,9,4,2,17,1,Middle-aged
151,69,18779,5,9,6,71,1,Senior
166,76,14963,9,7,6,66,1,Senior
163,68,11106,1,0,1,11,0,Senior
175,63,12333,7,0,9,63,0,Senior
162,58,19899,10,2,3,67,1,Senior
176,35,11655,1,1,0,46,0,Middle-aged
158,30,10308,3,1,7,20,1,Young
175,33,18431,2,1,9,13,1,Middle-aged
174,22,9200,8,3,9,87,1,Young
164,70,7721,1,0,8,17,1,Senior
174,69,13998,2,9,0,93,1,Senior
171,61,6064,6,8,6,32,1,Senior
164,57,14080,3,4,0,99,1,Senior
173,64,16115,5,4,0,99,1,Senior
179,61,11820,2,8,8,98,1,Senior
160,37,13512,0,4,9,85,1,Middle-aged
180,77,8957,10,7,9,16,0,Senior
165,39,7382,5,0,5,23,1,Middle-aged
178,77,8231,3,0,0,11,0,Senior
166,67,15503,1,3,6,14,0,Senior
175,44,12008,6,7,2,67,0,Middle-aged
153,76,16793,9,2,9,71,0,Senior
150,57,6500,4,0,3,45,1,Senior
157,32,19687,5,8,3,75,1,Middle-aged
166,23,6568,5,8,7,33,0,Young
152,74,10892,8,8,0,83,1,Senior
178,33,8281,1,8,7,45,1,Middle-aged
169,52,14711,5,1,8,54,1,Senior
164,47,15110,8,3,6,51,0,Middle-aged
164,71,9089,3,1,0,87,1,Senior
180,56,6865,10,6,6,23,0,Senior
173,27,14597,5,2,5,29,0,Young
171,63,15915,6,8,4,6,1,Senior
163,53,10600,0,6,4,39,1,Senior
175,63,11055,4,7,0,5,1,Senior
177,24,5004,3,8,5,96,1,Young
172,73,19369,9,7,3,40,1,Senior
163,24,12959,1,6,0,90,1,Young
173,50,6168,1,8,7,78,1,Middle-aged
151,64,7398,1,0,7,82,0,Senior
162,28,7630,6,3,3,21,0,Young
175,61,11608,10,3,6,59,0,Senior
163,51,5347,10,4,2,89,0,Senior
176,52,10861,3,7,7,20,0,Senior
173,22,17412,5,9,6,24,0,Young
168,49,15005,6,0,4,3,1,Middle-aged
156,69,8342,8,5,4,86,1,Senior
152,31,11500,10,8,8,72,1,Middle-aged
164,48,7574,1,9,5,57,1,Middle-aged
172,22,8825,9,7,5,93,1,Young
163,45,9593,8,1,1,71,1,Middle-aged
160,76,10272,10,6,4,70,0,Senior
164,80,13244,4,4,3,70,0,Senior
177,49,5148,5,1,9,76,1,Middle-aged
162,28,13694,5,0,2,63,1,Young
167,45,5869,10,1,8,86,0,Middle-aged
175,21,8521,2,9,6,47,0,Young
155,22,17506,10,5,3,90,1,Young
152,65,8871,10,7,8,89,1,Senior
168,23,6300,9,2,8,19,0,Young
164,44,15691,6,4,6,99,1,Middle-aged
174,70,12595,6,1,4,13,1,Senior
172,32,19418,7,7,8,89,1,Middle-aged
154,58,17225,4,3,6,45,0,Senior
177,63,16481,1,9,8,32,1,Senior
159,54,9833,2,5,2,30,1,Senior
156,74,17045,8,2,8,85,0,Senior
174,42,11670,5,7,0,42,0,Middle-aged
166,28,7451,7,7,4,72,0,Young
156,21,9385,7,2,1,42,0,Young
171,80,19755,4,8,0,7,0,Senior
175,73,13530,0,9,2,3,1,Senior
179,60,7824,5,4,6,37,0,Senior
161,63,11854,6,9,2,3,1,Senior
174,50,14885,8,8,9,18,0,Middle-aged
166,63,10964,1,6,9,42,1,Senior
162,66,5986,1,9,8,9,1,Senior
169,21,18246,9,2,2,57,0,Young
174,51,13171,0,5,5,24,0,Senior
153,37,8490,4,9,1,7,1,Middle-aged
159,32,13076,1,1,7,97,1,Middle-aged
152,65,18518,2,5,9,89,0,Senior
158,24,15925,1,4,4,42,0,Young
162,77,8767,10,2,1,98,1,Senior
167,61,18576,3,6,6,58,1,Senior
164,63,17268,10,3,2,85,1,Senior
153,29,7006,2,5,4,56,1,Young
164,75,12925,8,8,8,58,0,Senior
171,62,8107,9,5,0,18,0,Senior
151,44,9468,1,3,1,39,0,Middle-aged
164,53,18799,6,9,4,50,0,Senior
157,56,8330,10,1,3,33,1,Senior
157,49,16233,2,8,0,28,0,Middle-aged
166,26,13722,9,3,6,56,0,Young
161,25,5923,7,3,8,25,1,Young
168,73,17310,3,1,0,14,0,Senior
159,74,11247,3,4,7,55,1,Senior
158,22,13432,8,5,8,84,0,Young
154,32,18292,10,9,1,84,0,Middle-aged
155,22,6896,2,5,0,7,0,Young
169,45,12883,6,2,5,4,0,Middle-aged
175,76,8324,0,8,6,95,0,Senior
151,43,18453,6,6,1,30,0,Middle-aged
176,72,5813,9,2,4,62,0,Senior
173,25,9750,10,3,4,57,0,Young
176,62,12618,1,6,6,37,0,Senior
162,79,5782,5,7,0,55,1,Senior
155,77,19642,8,5,9,85,1,Senior
154,68,9055,5,3,7,65,0,Senior
174,61,12789,2,1,4,52,0,Senior
150,31,13199,0,9,2,3,0,Middle-aged
